"ParticipantID","Dim1_cweight","Dim2_cweight","Dim3_cweight","Dim4_cweight"
"4447506",0.874516455535041,0.932104180077735,1.30684865914492,1.17662389172118
"4447508",0.893665704510196,0.988489168491354,1.24326040024455,1.13692112419314
"4447530",1.08416393926767,0.942477901302055,0.971600884679061,1.15558225281149
"4447533",0.901759070390759,0.949129692643943,1.16205428420679,1.22899903511509
"4520832",0.9174699743739,1.06768407371232,1.16394607845686,1.10264703526485
"4520835",0.992792212320304,0.928493884743538,1.05811027744335,1.22987275185662
"4520839",0.959366379442771,1.01776352643478,1.10263444121852,1.17732480268279
"4520846",0.893758986792062,0.989083359706172,1.26045019087355,1.11604325810981
"4520848",1.18769884364142,0.867397471158938,1.02179682556973,0.982803319154287
"4520851",0.965920381380577,1.00216660828381,1.29849869059769,0.960299833048913
"4520893",0.956139173505853,0.979779980898127,1.1691408223434,1.12302703632936
"4521016",0.946281095436778,0.918705744326689,1.05494856314395,1.3556782053138
"4529682",0.934024798161409,0.958762066864197,1.02022559599077,1.35176337046828
"4529684",0.991110748029299,0.963277491866135,1.112665941464,1.14810521539348
"4529685",1.02513455722881,0.983464591948319,1.11710235738805,1.0813046878986
"4529687",0.961158519948461,0.840633610784364,1.36597183092655,1.09635848128544
"4529689",0.967661713288814,0.994831138689535,1.17701227133238,1.09572503989796
"4529690",0.848923203169262,0.99593118112176,1.11999956997129,1.31976145312786
"4529691",0.872418519784938,0.966164032525959,1.19125506159958,1.2250482158359
"4529706",0.828912618159172,1.14600550337841,1.0976826915862,1.18547153308585
"4529710",0.886110770796043,1.06201379614608,0.98219669235904,1.35242245732671
"4529722",0.841966734053428,0.871257909168551,1.08590552916892,1.5387433099
"4532542",0.958271198069051,0.970274749438282,1.12993738864061,1.17711938265713
"4541256",0.856585859017214,1.01376368774921,1.13530290958322,1.2727363050101
"4541257",0.864282663929702,1.09385016646926,1.0484282036992,1.25427037300513
"4541258",0.890639653960983,0.993396787280115,1.21674064634844,1.17021343263241
"4541259",0.914455647232136,1.00246288365543,1.17946957630264,1.16780121954639
"5511890",0.898823647093281,0.995008519892616,1.21538071655963,1.14416047664947
"5516642",0.881711033391869,1.00903069629222,1.13412872995188,1.22637133530914
"5517105",1.02046625617142,0.955919811770646,1.14234867857525,1.06895094254021
"5519452",0.952572318327057,0.907102664942955,1.25856215728196,1.12056950197664
"5519779",1.12747502165826,0.884831419277627,1.05883682290055,1.04300311907696
"5520293",0.842622283305531,0.939438515758462,1.27448079656718,1.22389472508682
"5529507",0.896798127475129,0.979820246896737,1.15426225259063,1.2294470452711
"5532666",0.881138775998258,0.981646319690483,1.14599419370859,1.26313388808139
"5549375",0.841988362917762,0.999135127794755,1.21768222132598,1.22620326563572
"5554296",0.839264410160049,1.01554087404512,1.17552322789062,1.24348382577089
"5624520",0.901703668377168,0.972094095713175,1.05016986287869,1.34917207889688
"5632196",0.900633507885432,1.02203123986335,1.12897554636233,1.21623382578023
"5696321",0.825390704851255,0.987751016949161,1.18328317146727,1.28827383569663
"5785089",0.872873576591856,1.09045860048349,1.28050889658671,1.01717598638781
"5787365",0.924681947164941,0.952270610777631,1.15158127240471,1.22623750712513
"5789800",0.930543252221801,0.956814315922115,1.1452701561781,1.24125357433091
"8969379",1.02374012641398,0.96923427658781,1.07358485608644,1.10787524426161
"8969437",0.874657277485181,0.993153058009479,1.23190236095372,1.17679471581745
"8969513",0.927279929369022,0.976741728200648,1.20204101486255,1.12061691645599
"8969922",1.02663867012512,1.0563878206693,1.08917042484392,0.985514951291382
"8970321",0.838902780924043,0.998366674997505,1.16023477609012,1.29946702037039
"8970673",0.936699065051746,1.00463926646966,1.08296217571592,1.22096648523275
"8971011",0.883108127635766,0.950418741267622,1.20374477581756,1.2517342240248
"8971189",0.868826661443011,0.980583797044529,1.09988678572028,1.32045772580561
"8971261",0.985560078384295,1.13126547072681,0.956355968490845,1.08564646990109
"8971315",0.987456764574998,0.949852779601509,1.31663829781391,0.955715890405929
"8971395",0.862310381659629,0.939778559661721,1.20870510779432,1.25689617761474
"8972881",0.93672535166804,0.943210175068046,1.21205530880844,1.14076343917714
"8972920",0.933705854623167,0.959447081013292,1.13235037217637,1.26102157737479
"8972971",0.857553837365485,0.970964028348568,1.18491492658717,1.24778310923366
"8974071",1.01246743493408,0.988616900433757,1.05184502544839,1.160025586476
"8976109",0.893849955834719,1.11299656055766,1.00871932927775,1.22387755658616
"8978416",0.946093979499109,0.976241694361543,1.1668256217947,1.14905784316172
"9006547",0.951590037842747,0.972726465756343,1.1776840674114,1.13330468364599
"9010116",0.845739360727097,0.954724765634921,1.23668436310382,1.23235723569469
"9010798",1.00758069852377,0.961752680264288,1.10372089163974,1.13131625422006
"9012596",0.823258581596097,0.952344622661658,1.17754143284699,1.31459432308643
"9020509",0.918412502592512,0.989899751800014,1.2027552566632,1.12010185361864
"9027029",0.911897231572682,1.01054497663806,1.17752546321943,1.15688913088677
"9028561",0.971020570556324,1.01480184551923,1.17910505375074,1.03778164029247
"9029254",0.884159643115795,1.10518005932279,1.07911511131878,1.14921748180208
"9045500",0.880772435851108,0.946207774346404,1.16994854458996,1.27370874203768
"9047849",0.931771032932408,0.994453390053454,1.17535305666164,1.1453114320381
"9050748",0.816433171717652,1.12942435228754,1.12753328576333,1.21387579591359
"9054605",1.0003933506948,1.00045560562497,1.04443806222332,1.1800644629912
"9103867",0.779493117110188,1.22444971606581,1.23436563195474,0.981182805985423
"9107479",0.891060053645296,1.03676431930849,1.14704778462557,1.17724703398411
"9107639",1.05549494224217,0.950876453852638,1.17802248743801,0.992389191010629
"9110660",1.02680217075203,1.06374075620311,1.06444803612857,0.9781991068036
"9114103",0.995633881577954,0.690880832244458,1.36781501849173,1.2042440239329
"9114860",0.829707953124998,1.22288451921907,1.13243130380074,1.01093203716502
"9133901",0.875342464619241,1.01391979349744,1.26011220568872,1.15784598263204
"9139755",1.04606750026561,1.02161026163786,0.982926726336734,1.09567519497225
"9139789",0.941746412573717,0.945841109055722,1.11783997769906,1.23231836331171
"9148973",0.895977370046021,1.03520114142007,1.13077089461876,1.1983086590133
"9152150",0.964848526553003,0.936875718919758,1.14543534523195,1.2227186157421
"9155646",1.04318080951169,1.0380321400146,1.06932115561676,1.01705550197426
"9165099",1.10183941795314,0.817074766580524,1.21855622884551,1.00441387503065
"9166737",0.896674063632244,1.03752476872843,1.07540882877756,1.24379919333292
"9169938",0.877940868607866,1.00241086444028,1.02854503450061,1.37121498130837
"9179721",0.863243827740027,0.965610349456438,1.16486502782099,1.29323870823932
"9207849",0.919980424358845,0.976659819296496,1.11387299346598,1.25951294235939
"9210931",0.9002617070671,0.975236067926207,1.21705668197984,1.16765721745802
"9215898",0.973571176472448,0.979878517198815,1.17359397952304,1.08684328124681
"9221436",0.915879080120462,1.01526600249442,1.14329822196571,1.18290650047965
"9232429",0.895375964537296,0.960089162958551,1.15850142653885,1.25379633564842
"9266672",0.824364428115897,1.03686056463905,1.20332290287368,1.23801793718852
"9294988",0.932568385120037,0.981544021176013,1.05066663505713,1.29769411643197
"9299784",0.916400947676875,1.0430358891134,1.18094205107606,1.10417559975541
"9307354",0.945280626426739,0.844255311700118,1.01330715565755,1.46309053472294
"9340125",0.872457437517121,1.03207400940046,1.17721474671367,1.17380655829783
"9341625",0.900792284603432,0.962484956982797,1.23684241761216,1.16912260536305
"9343952",0.89968386903272,0.903586433717946,1.27138684827937,1.19817163958908
"9345158",0.858038776973182,0.931623738986135,1.15496043791652,1.36670543321868
"9391247",0.914735443443992,1.01544830485416,1.17359866885178,1.1459367789949
